"","Male","Age","Chinese","EduF_Med","EduF_High","EduM_Med","EduM_High","EduS_Med","EduS_High"
"1939",0,0,1,0,1,0,1,1,0
"1940",1,0,1,0,1,0,1,1,0
"1941",1,0,1,0,1,0,1,0,0
"1942",0,0,1,0,1,0,1,1,0
"1943",0,0,1,0,1,0,1,0,0
"1944",1,0,1,0,1,0,1,1,0
"1945",0,0,1,0,1,0,1,0,0
"1946",1,0,1,0,1,0,1,0,0
"1947",1,0,1,0,1,0,1,0,0
"1948",1,0,1,0,1,0,1,1,0
"1949",0,0,1,0,1,0,1,1,0
"1950",0,0,1,0,1,0,1,1,0
"1951",0,0,1,0,1,0,1,1,0
"1952",0,0,1,0,1,0,1,1,0
"1953",1,0,1,0,1,0,1,1,0
"1954",1,0,1,0,1,0,1,1,0
"1955",1,0,1,0,1,0,1,1,0
"1956",1,0,1,0,0,1,0,0,0
"1957",0,0,1,0,1,0,1,0,0
"1958",1,0,1,0,0,0,0,0,0
"1959",1,0,1,0,1,0,1,1,0
"1960",1,0,1,0,1,0,1,1,0
"1961",1,0,1,0,1,0,1,1,0
"1962",0,0,1,0,1,0,1,0,1
"1963",0,0,1,0,1,0,1,0,1
"1964",0,0,1,0,1,0,1,0,1
"1965",1,0,1,0,1,0,1,0,0
"1966",0,0,1,0,1,0,1,1,0
"1967",1,0,1,0,1,0,1,0,0
"1968",0,0,1,0,1,1,0,1,0
"1969",0,0,1,1,0,1,0,1,0
"1970",1,0,1,0,1,0,1,1,0
"1971",0,0,1,0,0,1,0,0,0
"1972",0,0,1,0,0,0,0,0,0
"1973",0,0,1,0,1,0,1,0,0
"1974",0,0,1,0,0,1,0,1,0
"1975",0,0,1,0,1,0,1,1,0
"1976",0,0,1,0,1,0,1,1,0
"1977",0,0,1,0,1,0,1,1,0
"1978",0,0,1,0,1,0,1,1,0
"1979",0,0,1,0,1,0,1,1,0
"1980",0,0,1,0,1,0,1,1,0
"1981",0,0,1,0,1,0,1,1,0
"1982",0,0,1,0,1,0,1,1,0
"1983",0,0,1,0,1,0,1,1,0
"1984",0,0,1,0,1,0,1,1,0
"1985",0,0,1,0,1,0,1,1,0
"1986",1,1,1,0,1,0,1,0,1
"1987",1,0,1,0,0,0,0,0,1
"1988",1,0,1,0,1,0,0,0,1
"1989",1,0,1,0,1,0,1,0,1
"1990",1,0,1,0,1,0,1,0,1
"1991",1,0,1,0,1,0,1,0,1
"1992",1,0,1,0,1,0,0,1,0
"1993",0,0,1,0,0,1,0,1,0
"1994",0,0,1,0,1,0,1,1,0
"1995",0,0,1,1,0,1,0,1,0
"1996",1,0,1,0,1,0,1,1,0
"1997",0,0,1,0,1,0,1,1,0
"1998",1,0,1,1,0,1,0,1,0
"1999",0,0,1,0,1,0,1,1,0
"2000",0,0,1,0,0,0,0,1,0
"2001",0,0,1,0,1,0,1,1,0
"2002",1,0,0,0,1,0,1,1,0
"2003",1,0,1,0,1,0,1,1,0
"2004",0,0,1,0,1,0,1,1,0
"2005",1,0,1,0,1,0,1,1,0
"2006",0,0,1,0,1,0,1,0,0
"2007",0,0,1,1,0,1,0,0,0
"2008",1,0,1,1,0,0,0,0,0
"2009",1,0,1,0,1,0,0,0,0
"2010",0,0,1,0,1,0,1,0,0
"2011",0,0,1,0,1,0,1,0,0
"2012",0,0,1,0,0,0,0,0,0
"2013",1,0,1,1,0,0,0,0,0
"2014",0,0,1,0,1,0,1,0,0
"2015",1,0,1,1,0,1,0,0,0
"2016",1,0,1,0,1,0,1,0,0
"2017",1,0,1,0,1,0,0,0,0
"2018",1,0,1,0,1,0,0,0,0
"2019",0,0,1,1,0,1,0,0,0
"2020",0,0,1,1,0,0,0,0,0
"2021",0,0,1,0,1,0,1,0,0
"2022",0,0,1,1,0,1,0,0,0
"2023",0,0,1,0,1,0,1,0,0
"2024",1,0,1,0,1,0,1,0,0
"2025",1,0,1,0,1,0,1,0,0
"2026",1,0,1,0,1,0,1,0,0
"2027",0,0,1,1,0,0,0,0,0
"2028",1,0,1,0,1,0,1,0,0
"2029",1,0,1,0,1,0,1,0,0
"2030",1,0,1,0,1,0,1,0,0
"2031",1,0,1,0,1,0,1,0,0
"2032",0,0,1,0,1,0,0,1,0
"2033",0,0,1,0,1,0,1,1,0
"2034",1,0,1,0,1,0,0,1,0
"2035",0,1,1,1,0,0,0,0,1
"2036",0,1,1,0,0,0,0,0,1
"2037",0,0,1,1,0,0,1,1,0
"2038",0,0,1,0,0,1,0,1,0
"2039",1,0,1,0,0,1,0,1,0
"2040",1,0,1,1,0,1,0,1,0
"2041",0,0,1,0,0,1,0,0,1
"2042",0,1,1,0,0,0,0,0,1
"2043",0,0,1,0,1,0,1,0,1
"2044",1,0,1,0,1,0,1,0,1
"2045",1,1,1,0,0,0,0,0,1
"2046",0,0,1,0,1,0,1,0,1
"2047",0,0,1,0,1,0,1,0,1
"2048",1,0,1,0,1,0,1,0,1
"2049",0,0,1,0,1,0,1,NA,NA
"2050",0,0,1,0,1,0,1,0,1
"2051",0,0,1,0,1,0,1,0,1
"2052",0,0,1,0,1,0,1,NA,NA
"2053",0,0,1,0,1,0,1,0,1
"2054",0,0,1,0,1,0,1,0,1
"2055",1,0,1,0,1,0,1,NA,NA
"2056",1,0,1,0,1,0,1,NA,NA
"2057",1,0,1,0,1,0,1,0,1
"2058",0,0,1,0,1,0,1,0,1
"2059",0,0,1,0,1,0,1,0,1
"2060",0,0,1,0,1,0,1,0,1
"2061",1,0,1,0,1,0,1,0,1
"2062",0,1,1,0,1,0,1,0,1
"2063",1,1,1,0,1,0,1,0,1
"2064",0,0,1,0,1,0,1,0,1
"2065",0,1,1,0,1,0,1,0,1
"2066",1,1,1,0,1,0,1,0,1
"2067",0,0,1,0,1,0,1,0,1
"2068",1,0,1,0,1,0,1,0,1
"2069",0,0,1,0,1,0,1,0,1
"2070",1,0,1,0,1,0,1,0,1
"2071",0,0,1,0,1,0,1,0,1
"2072",1,0,1,0,1,0,1,0,1
"2073",1,0,1,0,1,0,1,0,1
"2074",0,1,1,0,1,0,1,0,1
"2075",0,0,1,0,1,0,1,0,1
"2076",1,0,1,0,1,0,1,0,1
"2077",1,0,1,0,1,0,1,0,1
"2078",0,0,1,0,1,0,1,0,1
"2079",0,0,1,0,1,0,1,0,1
"2080",1,0,1,0,1,0,1,0,1
"2081",1,0,1,0,1,0,1,0,1
"2082",0,0,1,0,1,0,1,0,1
"2083",1,0,1,0,1,0,1,0,1
"2084",0,0,1,0,1,0,1,0,1
"2085",1,0,1,0,1,0,1,0,1
"2086",0,0,1,0,1,0,1,0,1
"2087",0,0,1,0,1,0,1,0,1
"2088",0,0,1,0,1,0,1,0,1
"2089",1,1,1,0,1,0,1,0,1
"2090",0,0,1,0,1,0,1,0,1
"2091",0,0,1,0,1,0,1,0,1
"2092",0,0,1,0,1,0,1,0,1
"2093",1,0,1,0,1,0,1,1,0
"2094",0,0,1,1,0,1,0,1,0
"2095",0,0,1,0,0,1,0,1,0
"2096",0,0,1,0,0,0,1,1,0
"2097",1,0,1,1,0,1,0,1,0
"2098",1,0,1,1,0,1,0,1,0
"2099",1,0,1,1,0,1,0,1,0
"2100",1,0,1,0,0,1,0,1,0
"2101",1,0,1,1,0,0,1,1,0
"2102",1,0,1,0,1,0,1,1,0
"2103",0,0,1,1,0,1,0,1,0
"2104",1,0,1,0,1,0,1,1,0
"2105",0,0,1,0,1,0,1,1,0
"2106",0,0,1,0,1,0,1,1,0
"2107",1,0,1,0,1,0,1,1,0
"2108",1,0,1,1,0,1,0,1,0
"2109",0,0,1,0,1,0,1,1,0
"2110",1,0,1,1,0,1,0,1,0
"2111",0,0,1,0,1,0,1,1,0
"2112",1,0,1,0,1,0,1,1,0
"2113",0,0,1,1,0,0,0,1,0
"2114",1,0,1,1,0,1,0,1,0
"2115",1,0,1,1,0,1,0,1,0
"2116",0,0,1,0,1,1,0,1,0
"2117",0,0,1,0,1,1,0,1,0
"2118",0,0,1,1,0,1,0,1,0
"2119",0,0,1,0,1,0,1,1,0
"2120",1,0,1,0,1,0,1,1,0
"2121",1,0,1,0,0,0,0,1,0
"2122",0,0,1,0,1,0,1,1,0
"2123",0,0,1,1,0,0,0,1,0
"2124",1,0,1,0,1,0,1,1,0
"2125",0,0,1,1,0,0,0,1,0
"2126",1,0,1,0,0,0,0,1,0
"2127",0,0,1,1,0,0,1,1,0
"2128",1,0,1,0,0,0,0,1,0
"2129",0,0,1,1,0,0,1,1,0
"2130",0,0,1,0,1,0,1,1,0
"2131",0,0,1,1,0,1,0,1,0
"2132",0,0,1,1,0,1,0,1,0
"2133",0,0,1,0,1,1,0,1,0
"2134",0,0,1,1,0,1,0,1,0
"2135",0,0,1,0,0,0,0,1,0
"2136",1,0,1,1,0,1,0,1,0
"2137",1,0,1,0,1,0,1,1,0
"2138",0,0,1,1,0,0,0,1,0
"2139",1,0,1,0,1,0,1,1,0
"2140",0,0,1,0,0,0,0,1,0
"2141",1,0,1,0,1,0,1,1,0
"2142",0,0,1,0,0,0,0,1,0
"2143",0,0,1,0,1,1,0,1,0
"2144",0,0,1,1,0,0,0,1,0
"2145",0,0,1,1,0,1,0,1,0
"2146",0,0,1,0,1,1,0,1,0
"2147",0,0,1,1,0,1,0,1,0
"2148",1,0,1,1,0,1,0,1,0
"2149",1,0,1,0,1,0,1,0,0
"2150",0,0,1,0,0,0,0,0,0
"2151",0,0,1,0,1,0,1,0,1
"2152",0,0,1,0,1,0,1,0,0
"2153",0,0,1,0,0,1,0,1,0
"2154",0,0,1,0,1,0,1,1,0
"2155",0,0,1,0,0,1,0,1,0
"2156",0,0,1,0,0,1,0,0,0
"2157",0,0,1,0,1,1,0,0,0
"2158",0,0,1,0,0,0,0,1,0
"2159",0,0,1,0,0,0,0,1,0
"2160",1,0,1,0,0,0,1,0,0
"2161",0,0,1,0,0,0,0,1,0
"2162",0,0,1,0,0,0,0,1,0
"2163",0,0,1,1,0,1,0,1,0
"2164",1,1,1,0,1,0,1,0,1
"2165",0,0,1,0,1,0,1,0,1
"2166",0,0,1,0,1,0,1,1,0
"2167",0,0,1,0,0,0,1,1,0
"2168",0,0,1,0,0,0,0,1,0
"2169",0,1,1,1,0,1,0,0,1
"2170",1,0,1,1,0,0,1,1,0
"2171",1,0,1,0,0,0,0,1,0
"2172",1,0,1,0,1,0,1,1,0
"2173",1,0,1,0,1,0,1,0,1
"2174",0,0,1,0,1,0,1,0,1
"2175",1,0,1,0,0,0,0,1,0
